id,ing_name,prot.ing.g.,fat.ing.g.,total_cab.ing.g.,modified_cal.ing.kcal.
1855,巨麻竹,2.1193,0.133,3.6775,17.1915
1856,美濃麻竹,2.1193,0.133,3.6775,17.1915
1857,吊絲麻竹,2.1193,0.133,3.6775,17.1915
1858,冷凍麻竹筍,0.85,0.04,3.77,14.0348
1859,蔴竹,0.85,0.04,3.77,14.0348
1860,甜竹,0.85,0.04,3.77,14.0348
1861,巨竹,0.85,0.04,3.77,14.0348
1862,坭竹,0.85,0.04,3.77,14.0348
1863,大綠竹,0.85,0.04,3.77,14.0348
1864,瓦坭竹,0.85,0.04,3.77,14.0348
1865,巨麻竹,0.85,0.04,3.77,14.0348
1866,美濃麻竹,0.85,0.04,3.77,14.0348
1867,吊絲麻竹,0.85,0.04,3.77,14.0348
1868,麻竹筍干,15.818,1.213,32.0459,144.202
1869,綠竹筍,1.7175,0.2348,4.7427,21.7957
1870,甜竹,1.7175,0.2348,4.7427,21.7957
1871,甜竹筍,1.7175,0.2348,4.7427,21.7957
1872,綠仔筍,1.7175,0.2348,4.7427,21.7957
1873,綠仔笋,1.7175,0.2348,4.7427,21.7957
1874,綠竹笋,1.7175,0.2348,4.7427,21.7957
1875,帶殼熟綠竹筍,2.01,0.0899,4.9425,21.7277
1876,甜竹,2.01,0.0899,4.9425,21.7277
1877,甜竹筍,2.01,0.0899,4.9425,21.7277
1878,綠仔筍,2.01,0.0899,4.9425,21.7277
1879,綠仔笋,2.01,0.0899,4.9425,21.7277
1880,綠竹笋,2.01,0.0899,4.9425,21.7277
1881,沙拉筍塊,1.5635,0.098,4.8353,20.494
1882,箭竹筍,2.887,0.33,3.1001,18.5706
1883,箭筍,2.887,0.33,3.1001,18.5706
1884,台灣箭竹,2.887,0.33,3.1001,18.5706
1885,矢竹仔,2.887,0.33,3.1001,18.5706
1886,玉山箭竹,2.887,0.33,3.1001,18.5706
1887,熟箭竹筍,1.8333,0.3237,2.8944,14.7456
1888,箭筍,1.8333,0.3237,2.8944,14.7456
1889,台灣箭竹,1.8333,0.3237,2.8944,14.7456
1890,矢竹仔,1.8333,0.3237,2.8944,14.7456
1891,玉山箭竹,1.8333,0.3237,2.8944,14.7456
1892,白蘆筍,1.8453,0.1565,4.9074,21.8023
1892,蘆筍,1.8453,0.1565,4.9074,21.8023
1893,野天門冬,1.8453,0.1565,4.9074,21.8023
1894,松葉土當歸,1.8453,0.1565,4.9074,21.8023
1895,石刁柏,1.8453,0.1565,4.9074,21.8023
1896,龍鬚菜,1.8453,0.1565,4.9074,21.8023
1897,綠蘆筍平均值,2.3827,0.1898,3.6113,19.4713
1898,野天門冬,2.3827,0.1898,3.6113,19.4713
1899,松葉土當歸,2.3827,0.1898,3.6113,19.4713
1900,石刁柏,2.3827,0.1898,3.6113,19.4713
1901,龍鬚菜,2.3827,0.1898,3.6113,19.4713
1902,綠蘆筍,1.348,0.1639,4.4582,19.5937
1903,野天門冬,1.348,0.1639,4.4582,19.5937
1904,松葉土當歸,1.348,0.1639,4.4582,19.5937
1905,石刁柏,1.348,0.1639,4.4582,19.5937
1906,龍鬚菜,1.348,0.1639,4.4582,19.5937
1907,澳洲綠蘆筍(粗短型),2.54,0.1929,3.1337,18.1561
1908,野天門冬,2.54,0.1929,3.1337,18.1561
1909,松葉土當歸,2.54,0.1929,3.1337,18.1561
1910,石刁柏,2.54,0.1929,3.1337,18.1561
1911,龍鬚菜,2.54,0.1929,3.1337,18.1561
1912,綠蘆筍(細短型),3.26,0.2125,3.242,20.6641
1913,野天門冬,3.26,0.2125,3.242,20.6641
1914,松葉土當歸,3.26,0.2125,3.242,20.6641
1915,石刁柏,3.26,0.2125,3.242,20.6641
1916,龍鬚菜,3.26,0.2125,3.242,20.6641
1917,蘆筍花,2.913,0.3053,2.6809,17.2685
1918,嫩莖萵苣,1,0.18,3.12,14.0146
1919,鵝菜心,1,0.18,3.12,14.0146
1920,莖用萵苣,1,0.18,3.12,14.0146
1921,萵(鵝)仔菜心,1,0.18,3.12,14.0146
1922,大心萵(媚)仔菜,1,0.18,3.12,14.0146
1923,萵苣筍(莖),1,0.18,3.12,14.0146
1924,妹仔菜筍,1,0.18,3.12,14.0146
1925,嫩薑,0,0.32,4.75,18.5814
1926,薑仔,0,0.32,4.75,18.5814
1927,生薑,0,0.32,4.75,18.5814
1928,生姜,0,0.32,4.75,18.5814
1929,羌,0,0.32,4.75,18.5814
1930,蘘荷,0,0.32,4.75,18.5814
1931,茗荷,0,0.32,4.75,18.5814
1932,甘露子,0,0.32,4.75,18.5814
1933,紫薑,0,0.32,4.75,18.5814
1934,粉薑,0.98,0.2629,6.0567,23.2109
1935,薑仔,0.98,0.2629,6.0567,23.2109
1936,生薑,0.98,0.2629,6.0567,23.2109
1937,生姜,0.98,0.2629,6.0567,23.2109
1938,羌,0.98,0.2629,6.0567,23.2109
1939,蘘荷,0.98,0.2629,6.0567,23.2109
1940,茗荷,0.98,0.2629,6.0567,23.2109
1941,甘露子,0.98,0.2629,6.0567,23.2109
1942,紫薑,0.98,0.2629,6.0567,23.2109
1943,老薑,1.143,0.4836,11.6803,46.5044
1944,薑仔,1.143,0.4836,11.6803,46.5044
1945,生薑,1.143,0.4836,11.6803,46.5044
1946,生姜,1.143,0.4836,11.6803,46.5044
1947,羌,1.143,0.4836,11.6803,46.5044
1948,蘘荷,1.143,0.4836,11.6803,46.5044
1949,茗荷,1.143,0.4836,11.6803,46.5044
1950,甘露子,1.143,0.4836,11.6803,46.5044
1951,紫薑,1.143,0.4836,11.6803,46.5044
1952,檳榔嫩莖,2.232,0.4183,5.6331,26.4526
1953,半天筍,2.232,0.4183,5.6331,26.4526
1954,檳榔樹心,2.232,0.4183,5.6331,26.4526
1955,大蒜,6.6885,0.2269,26.4265,114.556
1956,蒜頭,6.6885,0.2269,26.4265,114.556
1957,大蒜頭,6.6885,0.2269,26.4265,114.556
1958,蒜球,6.6885,0.2269,26.4265,114.556
1959,蒜瓣,6.6885,0.2269,26.4265,114.556
1960,蒜仔頭,6.6885,0.2269,26.4265,114.556
1961,青蒜,2.1337,0.254,6.4302,26.685
1962,蒜仔,2.1337,0.254,6.4302,26.685
1963,葫,2.1337,0.254,6.4302,26.685
1964,胡蒜,2.1337,0.254,6.4302,26.685
1965,洋蒜,2.1337,0.254,6.4302,26.685
1966,韭葱,2.1337,0.254,6.4302,26.685
1967,蒜苗,2.229,0.083,12.0439,47.2524
1968,蒜黃,2.229,0.083,12.0439,47.2524
1969,薤,0.54,0.16,1.9,6.82
1970,蕗蕎,0.54,0.16,1.9,6.82
1971,薤頭,0.54,0.16,1.9,6.82
1972,火葱,0.54,0.16,1.9,6.82
1973,蕎葱,0.54,0.16,1.9,6.82
1974,大韭(韮),0.54,0.16,1.9,6.82
1975,露京,0.54,0.16,1.9,6.82
1976,蕎頭,0.54,0.16,1.9,6.82
1977,叫頭,0.54,0.16,1.9,6.82
1978,青葱平均值,1.3627,0.1897,5.9639,24.2775
1979,葱,1.3627,0.1897,5.9639,24.2775
1980,大葱,1.3627,0.1897,5.9639,24.2775
1981,葉葱,1.3627,0.1897,5.9639,24.2775
1982,葱仔,1.3627,0.1897,5.9639,24.2775
1983,水葱,1.3627,0.1897,5.9639,24.2775
1984,漢葱,1.3627,0.1897,5.9639,24.2775
1985,菜伯,1.3627,0.1897,5.9639,24.2775
1986,和事草,1.3627,0.1897,5.9639,24.2775
1987,茖,1.3627,0.1897,5.9639,24.2775
1988,芤,1.3627,0.1897,5.9639,24.2775
1989,水晶管,1.3627,0.1897,5.9639,24.2775
1990,青葱,1.5487,0.2512,4.1887,17.7107
1991,葱,1.5487,0.2512,4.1887,17.7107
1992,大葱,1.5487,0.2512,4.1887,17.7107
1993,葉葱,1.5487,0.2512,4.1887,17.7107
1994,葱仔,1.5487,0.2512,4.1887,17.7107
1995,水葱,1.5487,0.2512,4.1887,17.7107
1996,漢葱,1.5487,0.2512,4.1887,17.7107
1997,菜伯,1.5487,0.2512,4.1887,17.7107
1998,和事草,1.5487,0.2512,4.1887,17.7107
1999,茖,1.5487,0.2512,4.1887,17.7107
2000,芤,1.5487,0.2512,4.1887,17.7107
2001,水晶管,1.5487,0.2512,4.1887,17.7107
2002,山東大蔥,1.304,0.1196,6.7256,28.0826
2003,葱,1.304,0.1196,6.7256,28.0826
2004,大葱,1.304,0.1196,6.7256,28.0826
2005,葉葱,1.304,0.1196,6.7256,28.0826
2006,葱仔,1.304,0.1196,6.7256,28.0826
2007,水葱,1.304,0.1196,6.7256,28.0826
2008,漢葱,1.304,0.1196,6.7256,28.0826
2009,菜伯,1.304,0.1196,6.7256,28.0826
2010,和事草,1.304,0.1196,6.7256,28.0826
2011,茖,1.304,0.1196,6.7256,28.0826
2012,芤,1.304,0.1196,6.7256,28.0826
2013,水晶管,1.304,0.1196,6.7256,28.0826
2014,日本甜葱,1.014,0.1382,7.5564,28.2191
2015,葱,1.014,0.1382,7.5564,28.2191
2016,大葱,1.014,0.1382,7.5564,28.2191
2017,葉葱,1.014,0.1382,7.5564,28.2191
2018,葱仔,1.014,0.1382,7.5564,28.2191
2019,水葱,1.014,0.1382,7.5564,28.2191
2020,漢葱,1.014,0.1382,7.5564,28.2191
2021,菜伯,1.014,0.1382,7.5564,28.2191
2022,和事草,1.014,0.1382,7.5564,28.2191
2023,茖,1.014,0.1382,7.5564,28.2191
2024,芤,1.014,0.1382,7.5564,28.2191
2025,水晶管,1.014,0.1382,7.5564,28.2191
2026,宜蘭粉蔥,1.584,0.2497,5.3849,23.0977
2027,葱,1.584,0.2497,5.3849,23.0977
2028,大葱,1.584,0.2497,5.3849,23.0977
2029,葉葱,1.584,0.2497,5.3849,23.0977
2030,葱仔,1.584,0.2497,5.3849,23.0977
2031,水葱,1.584,0.2497,5.3849,23.0977
2032,漢葱,1.584,0.2497,5.3849,23.0977
2033,菜伯,1.584,0.2497,5.3849,23.0977
2034,和事草,1.584,0.2497,5.3849,23.0977
2035,茖,1.584,0.2497,5.3849,23.0977
2036,芤,1.584,0.2497,5.3849,23.0977
2037,水晶管,1.584,0.2497,5.3849,23.0977
2038,白洋葱,1.0005,0.058,9.9545,39.5142
2039,玉葱,1.0005,0.058,9.9545,39.5142
2040,葱頭,1.0005,0.058,9.9545,39.5142
2041,球葱,1.0005,0.058,9.9545,39.5142
2042,胡葱,1.0005,0.058,9.9545,39.5142
2043,日本葱頭,1.0005,0.058,9.9545,39.5142
2044,大粒葱頭,1.0005,0.058,9.9545,39.5142
2045,洋葱頭,1.0005,0.058,9.9545,39.5142
2046,大葱頭,1.0005,0.058,9.9545,39.5142
2047,紫洋葱,0.8748,0.1088,7.2722,28.7209
2048,玉葱,0.8748,0.1088,7.2722,28.7209
2049,葱頭,0.8748,0.1088,7.2722,28.7209
2050,球葱,0.8748,0.1088,7.2722,28.7209
2051,胡葱,0.8748,0.1088,7.2722,28.7209
2052,日本葱頭,0.8748,0.1088,7.2722,28.7209
2053,大粒葱頭,0.8748,0.1088,7.2722,28.7209
2054,洋葱頭,0.8748,0.1088,7.2722,28.7209
2055,大葱頭,0.8748,0.1088,7.2722,28.7209
2056,黃洋葱,0.9663,0.24,9.4918,38.9445
2057,玉葱,0.9663,0.24,9.4918,38.9445
2058,葱頭,0.9663,0.24,9.4918,38.9445
2059,球葱,0.9663,0.24,9.4918,38.9445
2060,胡葱,0.9663,0.24,9.4918,38.9445
2061,日本葱頭,0.9663,0.24,9.4918,38.9445
2062,大粒葱頭,0.9663,0.24,9.4918,38.9445
2063,洋葱頭,0.9663,0.24,9.4918,38.9445
2064,大葱頭,0.9663,0.24,9.4918,38.9445
2065,紅葱頭,3.437,0.2625,16.353,70.175
2066,油葱頭,3.437,0.2625,16.353,70.175
2067,珠葱頭,3.437,0.2625,16.353,70.175
2068,分葱頭,3.437,0.2625,16.353,70.175
2069,大頭葱頭,3.437,0.2625,16.353,70.175
2070,四季葱頭,3.437,0.2625,16.353,70.175
2071,韮菜花,1.7763,0.2039,4.6445,21.0446
2072,花韮菜,1.7763,0.2039,4.6445,21.0446
2073,韮花(韮/韭通用),1.7763,0.2039,4.6445,21.0446
2074,韮菜,1.8953,0.3507,3.8785,18.3977
2075,韮,1.8953,0.3507,3.8785,18.3977
2076,塊莖蒜,1.8953,0.3507,3.8785,18.3977
2077,起陽草(韮/韭通用),1.8953,0.3507,3.8785,18.3977
2078,韮菜黃,1.478,0.1215,2.909,13.093
2079,韮黃,1.478,0.1215,2.909,13.093
2080,黃韮菜,1.478,0.1215,2.909,13.093
2081,白韮菜,1.478,0.1215,2.909,13.093
2082,軟化韮菜(韮/韭通用),1.478,0.1215,2.909,13.093
2083,九層塔,2.904,0.351,4.389,21.1645
2084,千層塔,2.904,0.351,4.389,21.1645
2085,羅勒,2.904,0.351,4.389,21.1645
2086,家佩蘭,2.904,0.351,4.389,21.1645
2087,零陵菜,2.904,0.351,4.389,21.1645
2088,香菜(草),2.904,0.351,4.389,21.1645
2089,薰草,2.904,0.351,4.389,21.1645
2090,西王母菜,2.904,0.351,4.389,21.1645
2091,塞香菜,2.904,0.351,4.389,21.1645
2092,光明子,2.904,0.351,4.389,21.1645
2093,醒頭香,2.904,0.351,4.389,21.1645
2094,小麥苗,3.326,0.4841,5.4565,26.5813
2095,水菜(日本種),1.164,0.201,1.5872,8.3484
2096,甘藍平均值,1.308,0.1439,4.7557,21.0991
2097,高麗菜,1.308,0.1439,4.7557,21.0991
2098,包菜,1.308,0.1439,4.7557,21.0991
2099,洋白菜,1.308,0.1439,4.7557,21.0991
2100,玻璃菜,1.308,0.1439,4.7557,21.0991
2101,玉菜,1.308,0.1439,4.7557,21.0991
2102,捲心菜,1.308,0.1439,4.7557,21.0991
2103,球葉甘藍,1.308,0.1439,4.7557,21.0991
2104,結球甘藍,1.308,0.1439,4.7557,21.0991
2105,蕃芥藍,1.308,0.1439,4.7557,21.0991
2106,梨山甘藍(尖球形),1.402,0.0614,5.0951,22.0826
2107,高麗菜,1.402,0.0614,5.0951,22.0826
2108,包菜,1.402,0.0614,5.0951,22.0826
2109,洋白菜,1.402,0.0614,5.0951,22.0826
2110,玻璃菜,1.402,0.0614,5.0951,22.0826
2111,玉菜,1.402,0.0614,5.0951,22.0826
2112,捲心菜,1.402,0.0614,5.0951,22.0826
2113,球葉甘藍,1.402,0.0614,5.0951,22.0826
2114,結球甘藍,1.402,0.0614,5.0951,22.0826
2115,蕃芥藍,1.402,0.0614,5.0951,22.0826
2116,甘藍(扁圓形),1.09,0.1754,4.2855,19.2973
2117,高麗菜,1.09,0.1754,4.2855,19.2973
2118,包菜,1.09,0.1754,4.2855,19.2973
2119,洋白菜,1.09,0.1754,4.2855,19.2973
2120,玻璃菜,1.09,0.1754,4.2855,19.2973
2121,玉菜,1.09,0.1754,4.2855,19.2973
2122,捲心菜,1.09,0.1754,4.2855,19.2973
2123,球葉甘藍,1.09,0.1754,4.2855,19.2973
2124,結球甘藍,1.09,0.1754,4.2855,19.2973
2125,蕃芥藍,1.09,0.1754,4.2855,19.2973
2126,甘藍(圓球形),1.432,0.1949,4.8866,21.9173
2127,高麗菜,1.432,0.1949,4.8866,21.9173
2128,包菜,1.432,0.1949,4.8866,21.9173
2129,洋白菜,1.432,0.1949,4.8866,21.9173
2130,玻璃菜,1.432,0.1949,4.8866,21.9173
2131,玉菜,1.432,0.1949,4.8866,21.9173
2132,捲心菜,1.432,0.1949,4.8866,21.9173
2133,球葉甘藍,1.432,0.1949,4.8866,21.9173
2134,結球甘藍,1.432,0.1949,4.8866,21.9173
2135,蕃芥藍,1.432,0.1949,4.8866,21.9173
2136,紫色甘藍,1.484,0.1836,5.9071,24.4204
2137,紫甘藍,1.484,0.1836,5.9071,24.4204
2138,紫色高麗菜,1.484,0.1836,5.9071,24.4204
2139,紅色高麗菜,1.484,0.1836,5.9071,24.4204
2140,紅玻璃菜,1.484,0.1836,5.9071,24.4204
2141,紅玉菜,1.484,0.1836,5.9071,24.4204
2142,甘藍芽,2.6525,0.5995,5.3965,29.0218
2143,高麗菜芽,2.6525,0.5995,5.3965,29.0218
2144,冷凍甘藍,1.286,0.1,4.174,16.1529
2145,高麗菜,1.286,0.1,4.174,16.1529
2146,包菜,1.286,0.1,4.174,16.1529
2147,洋白菜,1.286,0.1,4.174,16.1529
2148,玻璃菜,1.286,0.1,4.174,16.1529
2149,玉菜,1.286,0.1,4.174,16.1529
2150,捲心菜,1.286,0.1,4.174,16.1529
2151,球葉甘藍,1.286,0.1,4.174,16.1529
2152,結球甘藍,1.286,0.1,4.174,16.1529
2153,蕃芥藍,1.286,0.1,4.174,16.1529
2154,脫水甘藍,6.856,0.06,82.631,308.381
2155,酸甘藍菜,1.449,0.1999,4.2088,15.5168
2156,酸高麗菜,1.449,0.1999,4.2088,15.5168
2157,甘藍乾,7.22,1.12,38.86,174.1448
2158,高麗菜乾,7.22,1.12,38.86,174.1448
2159,甘藷葉,3.1552,0.2784,4.4222,21.5981
2160,地瓜葉,3.1552,0.2784,4.4222,21.5981
2161,番藷葉,3.1552,0.2784,4.4222,21.5981
2162,過溝菜(藷同薯),3.1552,0.2784,4.4222,21.5981
2163,不結球白菜平均值,1.4828,0.173,2.2239,11.4828
2164,白菜,1.4828,0.173,2.2239,11.4828
2165,青菜,1.4828,0.173,2.2239,11.4828
2166,散葉白菜,1.4828,0.173,2.2239,11.4828
2167,無心菜,1.4828,0.173,2.2239,11.4828
2168,菘,1.4828,0.173,2.2239,11.4828
2169,不結球白菜,1.4828,0.173,2.2239,11.4828
2170,蚵仔白菜,1.6,0.48,1.12,9.9176
2171,白菜,1.6,0.48,1.12,9.9176
2172,青菜,1.6,0.48,1.12,9.9176
2173,散葉白菜,1.6,0.48,1.12,9.9176
2174,無心菜,1.6,0.48,1.12,9.9176
2175,菘,1.6,0.48,1.12,9.9176
2176,不結球白菜,1.6,0.48,1.12,9.9176
2177,尼龍白菜,1.6,0.48,1.12,9.9176
2178,皺(碎/曲)葉白菜,1.6,0.48,1.12,9.9176
2179,皺葉中蕓苔,1.6,0.48,1.12,9.9176
2180,荷葉白菜,1.436,0.1004,2.5246,12.0757
2181,白菜,1.436,0.1004,2.5246,12.0757
2182,青菜,1.436,0.1004,2.5246,12.0757
2183,散葉白菜,1.436,0.1004,2.5246,12.0757
2184,無心菜,1.436,0.1004,2.5246,12.0757
2185,菘,1.436,0.1004,2.5246,12.0757
2186,不結球白菜,1.436,0.1004,2.5246,12.0757
2187,葵扇白菜,1.552,0.073,2.3542,11.2361
2188,白菜,1.552,0.073,2.3542,11.2361
2189,青菜,1.552,0.073,2.3542,11.2361
2190,散葉白菜,1.552,0.073,2.3542,11.2361
2191,無心菜,1.552,0.073,2.3542,11.2361
2192,菘,1.552,0.073,2.3542,11.2361
2193,不結球白菜,1.552,0.073,2.3542,11.2361
2194,江戶(門)白菜,1.552,0.073,2.3542,11.2361
2195,黑葉白菜,1.552,0.073,2.3542,11.2361
2196,扇子白菜,1.552,0.073,2.3542,11.2361
2197,黑芥菜,1.552,0.073,2.3542,11.2361
2198,排菜,1.552,0.073,2.3542,11.2361
2199,黑葉白菜(短梗),1.343,0.0386,2.8969,12.702
2200,白菜,1.343,0.0386,2.8969,12.702
2201,青菜,1.343,0.0386,2.8969,12.702
2202,散葉白菜,1.343,0.0386,2.8969,12.702
2203,無心菜,1.343,0.0386,2.8969,12.702
2204,菘,1.343,0.0386,2.8969,12.702
2205,不結球白菜,1.343,0.0386,2.8969,12.702
2206,千寶菜,1.714,0.1968,3.6056,15.9589
2207,小松菜,1.714,0.1968,3.6056,15.9589
2208,京菜,1.714,0.1968,3.6056,15.9589
2209,水菜,1.714,0.1968,3.6056,15.9589
2210,崧採,1.714,0.1968,3.6056,15.9589
2211,青崧菜,1.714,0.1968,3.6056,15.9589
2212,冬菜,1.714,0.1968,3.6056,15.9589
2213,雪菜,1.714,0.1968,3.6056,15.9589
2214,日本油菜,1.714,0.1968,3.6056,15.9589
2215,小白菜平均值,1.2426,0.1594,1.8736,9.3623
2216,白菜,1.2426,0.1594,1.8736,9.3623
2217,青菜,1.2426,0.1594,1.8736,9.3623
2218,散葉白菜,1.2426,0.1594,1.8736,9.3623
2219,無心菜,1.2426,0.1594,1.8736,9.3623
2220,菘,1.2426,0.1594,1.8736,9.3623
2221,不結球白菜,1.2426,0.1594,1.8736,9.3623
2222,土白菜,1.2426,0.1594,1.8736,9.3623
2223,土植小白菜(10月取樣),1.065,0.24,1.6971,9.3261
2224,白菜,1.065,0.24,1.6971,9.3261
2225,青菜,1.065,0.24,1.6971,9.3261
2226,散葉白菜,1.065,0.24,1.6971,9.3261
2227,無心菜,1.065,0.24,1.6971,9.3261
2228,菘,1.065,0.24,1.6971,9.3261
2229,不結球白菜,1.065,0.24,1.6971,9.3261
2230,土白菜,1.065,0.24,1.6971,9.3261
2231,土植小白菜(1月取樣),1.15,0.184,1.5029,7.8982
2232,白菜,1.15,0.184,1.5029,7.8982
2233,青菜,1.15,0.184,1.5029,7.8982
2234,散葉白菜,1.15,0.184,1.5029,7.8982
2235,無心菜,1.15,0.184,1.5029,7.8982
2236,菘,1.15,0.184,1.5029,7.8982
2237,不結球白菜,1.15,0.184,1.5029,7.8982
2238,土白菜,1.15,0.184,1.5029,7.8982
2239,土植小白菜(3月取樣),1.55,0.0982,1.8698,8.4905
2240,白菜,1.55,0.0982,1.8698,8.4905
2241,青菜,1.55,0.0982,1.8698,8.4905
2242,散葉白菜,1.55,0.0982,1.8698,8.4905
2243,無心菜,1.55,0.0982,1.8698,8.4905
2244,菘,1.55,0.0982,1.8698,8.4905
2245,不結球白菜,1.55,0.0982,1.8698,8.4905
2246,土白菜,1.55,0.0982,1.8698,8.4905
2247,土植小白菜(4月取樣),1.05,0.199,2.2367,10.7864
2248,白菜,1.05,0.199,2.2367,10.7864
2249,青菜,1.05,0.199,2.2367,10.7864
2250,散葉白菜,1.05,0.199,2.2367,10.7864
2251,無心菜,1.05,0.199,2.2367,10.7864
2252,菘,1.05,0.199,2.2367,10.7864
2253,不結球白菜,1.05,0.199,2.2367,10.7864
2254,土白菜,1.05,0.199,2.2367,10.7864
2255,土植小白菜(7月取樣),0.96,0.11,1.8059,8.4959
2256,白菜,0.96,0.11,1.8059,8.4959
2257,青菜,0.96,0.11,1.8059,8.4959
2258,散葉白菜,0.96,0.11,1.8059,8.4959
2259,無心菜,0.96,0.11,1.8059,8.4959
2260,菘,0.96,0.11,1.8059,8.4959
2261,不結球白菜,0.96,0.11,1.8059,8.4959
2262,土白菜,0.96,0.11,1.8059,8.4959
2263,水植小白菜(10月取樣),1.091,0.27,1.764,9.6773
2264,白菜,1.091,0.27,1.764,9.6773
2265,青菜,1.091,0.27,1.764,9.6773
2266,散葉白菜,1.091,0.27,1.764,9.6773
2267,無心菜,1.091,0.27,1.764,9.6773
2268,菘,1.091,0.27,1.764,9.6773
2269,不結球白菜,1.091,0.27,1.764,9.6773
2270,土白菜,1.091,0.27,1.764,9.6773
2271,水植小白菜(1月取樣),1.452,0.107,2.0707,9.8845
2272,白菜,1.452,0.107,2.0707,9.8845
2273,青菜,1.452,0.107,2.0707,9.8845
2274,散葉白菜,1.452,0.107,2.0707,9.8845
2275,無心菜,1.452,0.107,2.0707,9.8845
2276,菘,1.452,0.107,2.0707,9.8845
2277,不結球白菜,1.452,0.107,2.0707,9.8845
2278,土白菜,1.452,0.107,2.0707,9.8845
2279,水植小白菜(4月取樣),0.979,0.172,2.3965,10.7776
2280,白菜,0.979,0.172,2.3965,10.7776
2281,青菜,0.979,0.172,2.3965,10.7776
2282,散葉白菜,0.979,0.172,2.3965,10.7776
2283,無心菜,0.979,0.172,2.3965,10.7776
2284,菘,0.979,0.172,2.3965,10.7776
2285,不結球白菜,0.979,0.172,2.3965,10.7776
2286,土白菜,0.979,0.172,2.3965,10.7776
2287,水植小白菜(7月取樣),0.902,0.077,2.3612,9.9832
2288,白菜,0.902,0.077,2.3612,9.9832
2289,青菜,0.902,0.077,2.3612,9.9832
2290,散葉白菜,0.902,0.077,2.3612,9.9832
2291,無心菜,0.902,0.077,2.3612,9.9832
2292,菘,0.902,0.077,2.3612,9.9832
2293,不結球白菜,0.902,0.077,2.3612,9.9832
2294,土白菜,0.902,0.077,2.3612,9.9832
2295,有機小白菜(10月取樣),1.347,0.24,1.9007,10.9443
2296,白菜,1.347,0.24,1.9007,10.9443
2297,青菜,1.347,0.24,1.9007,10.9443
2298,散葉白菜,1.347,0.24,1.9007,10.9443
2299,無心菜,1.347,0.24,1.9007,10.9443
2300,菘,1.347,0.24,1.9007,10.9443
2301,不結球白菜,1.347,0.24,1.9007,10.9443
2302,土白菜,1.347,0.24,1.9007,10.9443
2303,有機小白菜(1月取樣),1.842,0.17,0.7598,6.2911
2304,白菜,1.842,0.17,0.7598,6.2911
2305,青菜,1.842,0.17,0.7598,6.2911
2306,散葉白菜,1.842,0.17,0.7598,6.2911
2307,無心菜,1.842,0.17,0.7598,6.2911
2308,菘,1.842,0.17,0.7598,6.2911
2309,不結球白菜,1.842,0.17,0.7598,6.2911
2310,土白菜,1.842,0.17,0.7598,6.2911
2311,有機小白菜(4月取樣),1.254,0.195,2.4329,12.1759
2312,白菜,1.254,0.195,2.4329,12.1759
2313,青菜,1.254,0.195,2.4329,12.1759
2314,散葉白菜,1.254,0.195,2.4329,12.1759
2315,無心菜,1.254,0.195,2.4329,12.1759
2316,菘,1.254,0.195,2.4329,12.1759
2317,不結球白菜,1.254,0.195,2.4329,12.1759
2318,土白菜,1.254,0.195,2.4329,12.1759
2319,有機小白菜(7月取樣),1.258,0.097,1.7418,8.4181
2320,白菜,1.258,0.097,1.7418,8.4181
2321,青菜,1.258,0.097,1.7418,8.4181
2322,散葉白菜,1.258,0.097,1.7418,8.4181
2323,無心菜,1.258,0.097,1.7418,8.4181
2324,菘,1.258,0.097,1.7418,8.4181
2325,不結球白菜,1.258,0.097,1.7418,8.4181
2326,土白菜,1.258,0.097,1.7418,8.4181
2327,珍珠小白菜,1.497,0.0718,1.6901,7.9234
2328,珍珠白菜,1.497,0.0718,1.6901,7.9234
2329,油菜心,3.2,0.85,3.95,26.5335
2330,油菜花(苔),3.2,0.85,3.95,26.5335
2331,油菜花苔,3.2,0.85,3.95,26.5335
2332,苔芥,3.2,0.85,3.95,26.5335
2333,苔菜,3.2,0.85,3.95,26.5335
2334,油菜嬰,3.2,0.85,3.95,26.5335
2335,油菜,1.419,0.2325,1.6377,9.0538
2336,油菜心,1.419,0.2325,1.6377,9.0538
2337,胡菜,1.419,0.2325,1.6377,9.0538
2338,寒菜,1.419,0.2325,1.6377,9.0538
2339,青油菜,1.419,0.2325,1.6377,9.0538
2340,苔菜,1.419,0.2325,1.6377,9.0538
2341,苔芥,1.419,0.2325,1.6377,9.0538
2342,蕓苔,1.419,0.2325,1.6377,9.0538
2343,油菜子,1.419,0.2325,1.6377,9.0538
2344,青江菜平均值,1.3342,0.1396,2.0618,9.9833
2345,青江白菜,1.3342,0.1396,2.0618,9.9833
2346,青梗白菜,1.3342,0.1396,2.0618,9.9833
2347,湯匙菜,1.3342,0.1396,2.0618,9.9833
2348,大頭白菜,1.3342,0.1396,2.0618,9.9833
2349,江門白菜,1.3342,0.1396,2.0618,9.9833
2350,清江菜,1.3342,0.1396,2.0618,9.9833
2351,土植青江菜(10月取樣),1.425,0.21,1.6318,8.184
2352,青江白菜,1.425,0.21,1.6318,8.184
2353,青梗白菜,1.425,0.21,1.6318,8.184
2354,湯匙菜,1.425,0.21,1.6318,8.184
2355,大頭白菜,1.425,0.21,1.6318,8.184
2356,江門白菜,1.425,0.21,1.6318,8.184
2357,清江菜,1.425,0.21,1.6318,8.184
2358,土植青江菜(1月取樣),1.307,0.049,1.62,8.0114
